,musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,Lyrics,Avg. Words/Sentence in Song,Avg. Words/Second in Song,Chorus Lyrics,Avg. Words/Sentence in Chorus,Avg. Words/Second in Chorus
540,659,659.mp3,She Will Be Loved,Maroon 5,Songs About Jane,33.12,02:34,03:05, nan beauty queen of only eighteen she had some trouble with herself he was always there to help her she always belonged to someone else i drove for miles and miles and wound up at your door ive had you so many times but somehow i want more i dont mind spending everyday out on your corner in the pouring rain look for the girl with the broken smile ask her if she wants to stay awhile and she will be loved and she will be loved tap on my window knock on my door i want to make you feel beautiful i know i tend to get so insecure it doesnt matter anymore its not always rainbows and butterflies its compromise that moves us along my heart is full and my doors always open you come anytime you want i dont mind spending everyday out on your corner in the pouring rain look for the girl with the broken smile ask her if she wants to stay awhile and she will be loved and she will be loved and she will be loved and she will be loved i know where you hide alone in your car know all of the things that make you who you are i know that goodbye means nothing at all comes back and begs me to catch her everytime she falls tap on my window knock on my door i want to make you feel beautiful i dont mind spending everyday out on your corner in the pouring rain look for the girl with the broken smile ask her if she wants to stay awhile and she will be loved and she will be loved and she will be loved and she will be loved i dont mind spending everyday out on your corner in the pouring rain i tried so hard to say goodbye,6.520833333333333,1.2178988326848248, i know where you hide alone in your car know all of the things that make you who you are i know that goodbye means nothing at all comes back and begs me to catch her everytime she falls tap on my window knock on my door i want to make you feel beautiful i dont mind spending everyday,8.571428571428571,1.8115942028985508
541,660,660.mp3,Alone (Original Mix),Marshmello,Alone,42.13,03:09,03:49, im going on nothing feels like home im so alone try to find my way back home to you im so alone nothing feels like home im so alone try to find my way back home to you im so alone try to find my way back home to you im so alone nothing feels like home im so alone try to find my way back home to you im going on nothing feels like home im so alone try to find my way back home to you im so alone try to find my way back home to you,5.05,0.42616033755274263, try to find my way back home to you,10.0,0.23736055067647754
542,661,661.mp3,In The Name Of Love,Bebe Rexha,In The Name Of Love,18.09,02:29,02:45, if i told you this was only gonna hurt if i warned you that the fires gonna burn would you walk in would you let me do it first do it all in the name of love would you let me lead you even when youre blind in the darkness in the middle of the night in the silence when theres no one by your side would you call in the name of love in the name of love name of love in the name of love name of love  if i told you we could bathe in all the lights would you rise up come and meet me in the sky would you trust me when youre jumping from the heights would you fall in the name of love when theres madness when theres poison in your head when the sadness leaves you broken in your bed i will hold you in the depths of your despair and its all in the name of love in the name of love name of love in the name of love name of love  i wanna testify scream in the holy light you bring me back to life and its all in the name of love i wanna testify scream in the holy light you bring me back to life and its all in the name of love in the name of love name of love in the name of love name of love ,7.0285714285714285,1.430232558139535, in the name of love name of love,9.0,0.4975124378109453
543,662,662.mp3,Scared To Be Lonely,Martin Garrix,Scared To Be Lonely,43.15,02:27,03:08, it was great at the very start hands on each other couldnt stand to be far apart closer the better nan now were picking fights and slamming doors magnifying all our flaws and i wonder why wonder what for why we keep coming back for more nan is it just our bodies are we both losing our minds is the only reason youre holding me tonight cause were scared to be lonely do we need somebody just to feel like were alright is the only reason youre holding me tonight cause were scared to be lonely nan too much time losing track of us where was the real undefined spiraling out of touch forgot how it feels nan all the messed up fights and slamming doors magnifying all our flaws and i wonder why wonder what for its like we keep coming back for more nan is it just our bodies are we both losing our minds is the only reason youre holding me tonight cause were scared to be lonely do we need somebody just to feel like were alright is the only reason youre holding me tonight cause were scared to be lonely nan scared to be lonely nan even when we know its wrong been somebody better for us all along tell me how can we keep holding on holding on tonight cause were scared to be lonely even when we know its wrong been somebody better for us all along tell me how can we keep holding on holding on tonight cause were scared to be lonely nan is it just our bodies are we both losing our minds is the only reason youre holding me tonight cause were scared to be lonely nan scared to be lonely scared to be lonely eh eh scared to be lonely,4.809523809523809,1.3526785714285714, nan even when we know its wrong been somebody better for us all along tell me how can we keep holding on holding on tonight cause were scared to be lonely even when we know its wrong been somebody better for us all along tell me how can we keep holding on holding on tonight cause were scared to be lonely nan is it just our bodies are we both losing our minds is the only reason youre holding me tonight cause were scared to be lonely nan,5.235294117647059,2.062572421784473
544,665,665.mp3,Solo Dance,Martin Jensen,Solo Dance,36.13,01:42,02:16, in the faded light you touch my body i can feel your hands on my skin think you got me right where you want me but youre just in my way nan i came to party on my own dont need nobody in my zone i can dance with the beat i lose control hey oh i go sosolo nan boy you can cool it down not here to fool around just wanna dance dance dance dance dance dance i know you want me but i dont care baby just wanna dance dance dance dance dance dance nan dance dance dance nan in the shade of night youre moving closer were on our way to cross the line think you got me right where you want me but its all in your mind nan i came to party on my own dont need nobody in my zone i can dance with the beat i lose control hey oh i go sosolo nan boy you can cool it down not here to fool around just wanna dance dance dance dance dance dance i know you want me but i dont care baby just wanna dance dance dance dance dance dance nan dance dance dance,4.975609756097561,1.2670807453416149, i came to party on my own dont need nobody in my zone i can dance with the beat i lose control hey oh i go sosolo nan boy you can cool it down not here to fool around just wanna dance dance dance dance dance dance i know you want me but i dont care baby just wanna dance dance dance dance dance dance nan,4.785714285714286,1.8544146138942705
545,666,666.mp3,Places,Martin Solveig,Places,37.13,02:42,03:17, i come back to the places where we found us were somewhere in the place between love and lust nan and i could go anywhere anywhere is home yeah i could go anywhere never feel alone i come back to the places where we found us yeah nan when im not with you im not me nothing ever feels good when im not with you im not in control of what i do its not me when im not with you im not me nothing ever feels good when im not with you im not in control of what i do its not me when im not with you nan when im not with you its not me when im not with you nan i come back to the places where we found us i come back i come back nan im not me im not me no nothing ever feels good when im not with you im not in control of what i do its not me when im not with you im not me nothing ever feels good when im not with you im not in control of what i do its not me no no no when im not with you nan when im not with you its not me when im not with you nan when im not with you im not me nothing ever feels good when im not with you im not in control of what i do im not in control of what i do nan when im not with you when im not with you its not me when im not with you,6.044444444444444,1.326829268292683, nan,2.0,0.05386479935362241
546,668,668.mp3,False Alarm,Matoma,False Alarm,23.09,02:36,02:57,,0.0,0.0,,0.0,0.0
547,670,670.mp3,When Christmas Comes Around,Matt Terry,When Christmas Comes Around,39.12,02:35,03:12, winter days turn to grey put the headlights on snow and rain wiped away i cant keep my eyes on the road when im driving home i got tears running down burning in my eyes and you and i heated by the flicker of a lighter oh and i let it go but i just got here i know its been a while darling dear theres been a change in the time of year when the frost bites the snow and christmas comes around for the down and outs and broken layabouts what will they do now when christmas comes around we were so in love till i messed it up but who will love me now when christmas comes around family asking me why i let you go telling me its a mistake im telling them that i know but i cant call you your inner space better place loving on a new man i dont blame you at all you did all that you can i know but i just got here i know its been a while darling dear theres been a change in the time of year when the frost bites the snow and christmas comes around for the down and outs and broken layabouts what will they do now when christmas comes around we were so in love till i messed it up but who will love me now when christmas comes around and im sick of all the songs the christmas singalongs the merry and the cheer cuz i dont feel like that this year all the bells are all in sync and my soul is on the brink so ill have myself a drink and sing christmas comes around for the down and outs and broken layabouts what will they do now when christmas comes around we were so in love till i messed it up but who will love me now when christmas comes around who will love me now when christmas comes around,5.741379310344827,1.665, so ill have myself a drink and sing,9.0,0.23006134969325154
548,671,671.mp3,Litty (feat. Tory Lanez),Meek Mill,DC4,30.11,03:57,04:25, verse 1 meek woo im on my way to an island and im popping shit at the pilot fly shit only niggas be broke and be starving but still talking shit like they violent niggas is broke they said that they honest talk money these niggas gon say that they got it huh get knocked with the key to success and these niggas gon blame it on khaled they dont want to see you win they dont they dont want to see the wraith no you dont want to see your bitch caught up in the stars like she outer space mansion at the condo condo at the mansion and im running out of space tell your homie keep on coming out his mouth im sending somethin round his way niggas barely getting lawyer money better get some sig sauer money running round like you superman dont be selfish get your mom insurance money ha cause im the one to put it on your money im the one that make it happen it to you niggas with you **** around and do it for me hook tory lanez hopped in the wraith and i bought it its litty again fly out the piff and the tropic its litty again all of my partners is poppin you know that we litty again all of the fours on collins you know that we litty again they dont want to see the squad they dont want to see the wraith they dont want to see your bitch up in the stars like she going outer space litty again litty again i got it we litty again litty again litty again i got it we did it we litty again verse 2 tory lanez feature money out the safe went and brought a wraith brought it down collins niggas talking like they want it when we in the city they dont want problems niggas said they gon rob us but nigga we coming for welfare a shooter money when i pull it out of you catch a bullet like a nfl player shouldve known it was litty when bitches start lying on my dick lie on that pussy like i hit cant even be a side side bitch im hittin 9s 10s and you aint even looking like you a 5 roll bitches trying to do it for twitter when they used to do it for vine im the man of the hour im the nigga with the airtime rolls royce wraith put your bitch up in the stars like she in the airline niggas talking bout my hair line i laugh about it i be feelin them see we both be making ms they be making memes i be making millions i just counted up a quentin miller a qm thats a quarter milli they dont wanna see jae drop 6 fly private when he go to philly funny money yeah i know its silly but your hoe feel me when i pull up and i got a pour a whole four on it i promise she gon know its litty mother****er yeah hook tory lanez hopped in the wraith and i bought it its litty again fly out the piff and the tropic its litty again all of my partners is poppin you know that we litty again all of the fours on collins you know that we litty again they dont want to see the squad they dont want to see the wraith they dont want to see your bitch up in the stars like she going outer space litty again litty again i got it we litty again litty again litty again i got it we did it we litty again verse 3 meek mill all of my niggas is way up these niggas is haters i know that they haterssuckers i score your bitch like a lay up score i make a mil like a layup more i pop a pill just to stay up woo i sip the lean just to slow it up slow it up im with my team and we goin up goin up all of these foreigns they know its us whip it whip it whip it whip it whip it like the coco when we mix the soda up perfect timing and were blowing up **** it ima light the rollie up shawty ****ing for chanel i aint tripping thats a coconut push the ride to the motor bus stack the paper fill the sofa up lie on that paper i am not slacking i stay on that paper i feel like its a restraining order on that money cause yall stay away from that paper i know some niggas that used to be balling but know they all feeling a way bout this paper i be spending hundred hundred hundred after hundred they thought i was making this paper ****in it good i be raping this paper shit i might as well get married to money i marry nicki still married to money she rich as mariah i carry the money and **** a deposit i bury the money bury the mills i bury the money it hang out my pocket embarrasing money i act like i aint used to having this money hook tory lanez hopped in the wraith and i bought it its litty again fly out the piff and the tropic its litty again all of my partners is poppin you know that we litty again all of the fours on collins you know that we litty again they dont want to see the squad they dont want to see the wraith they dont want to see your bitch up in the stars like she going outer space litty again litty again i got it we litty again litty again litty again i got it we did it we litty again,8.057377049180328,3.5875912408759123, hopped in the wraith and i bought it its litty again,12.0,0.3985386914646297
549,672,672.mp3,Blessed Up,Meek Mill,DC4,23.09,02:37,02:58, be who you are you aint trying to impress nobody who you got to impress you done came through the ranks youve been tested you know what i mean and you stood up that mean youve been tested and you stood up and you still standing up so who you got to impress you aint trying to impress nobody man be who you are you know what i mean you should be yourself because im saying you should do shit man for other people and you faking it i dont need you to be no mother****ing gangster for me i need you to be a man nan i got god watchin over me from courtside ballin like im jordan cause im blessed up and niggas want me gone but im still alive wake up every morning feelin blessed up pull up in that holy ghost cause im blessed up imma do the most cause im blessed up had to scoop my niggas out the hood now we all eatin good like we should cause we blessed up nan its outstandin that im still standin mexican brand dish when beef get sandwiched blat blat do it for my niggas thats scammin on the corner with it runnin that tan in duckin the ds cut through the alley scuffin your trees tossin the profit and **** up your re i know the feelin nigga start from a dollar couple of gs bought an impala im flooding the streets its time to kill em nigga i got an eight flipped over and im dealin nigga in a drop s coupe and im wheelin nigga five hundred for the piece how im feelin nigga in the hood just chillin nigga ive seen realest niggas turn emotional all in they feelin niggas thats why i aint really feelin niggas and if them hoes **** with rats i aint sayin nothin to them bitches i guess i aint really for them bitches really im blessed nan i got god watchin over me from courtside ballin like im jordan cause im blessed up and niggas want me gone but im still alive wake up every morning feelin blessed up pull up in that holy ghost cause im blessed up imma do the most cause im blessed up had to scoop my niggas out the hood now we all eatin good like we should cause we blessed up nan blessings you niggas stressin mac on the dresser when im dressin and never pressure crab in the barrel watch the bucket dont let em catch you cause if they pull you back to the bottom know you gon suffer **** em i done leveled up on em til where i cannot touch em therefore cant feel em therefore ima hustle new wraith on forgis course thats from the muscle course i got a bubble new porshce red like a devil go skrt skrt through the lane on you niggas broke and you faker than that chain on you i told tak when he see you go insane on you cant d me call it man i clear the lane on you change the speed game 7 bron james on you my little niggas begging me to put that flame on you you get some money watch how all these niggas change on you thats why i changed on em i dont feel a thing for them nigga im blessed nan i got god watchin over me from courtside ballin like im jordan cause im blessed up and niggas want me gone but im still alive wake up every morning feelin blessed up pull up in that holy ghost cause im blessed up imma do the most cause im blessed up had to scoop my niggas out the hood now we all eatin good like we should cause we blessed up,8.025,3.4702702702702704, i got god watchin over me from courtside,9.0,0.389779125162408
550,673,673.mp3,Blue Notes,Meek Mill,DC4,65.19,01:16,02:19, this is my blues cause im back down on my own again this is the blues im playing yes its the final thing when the nights is cold and lonely  was it the money that made me a savage poppin them percs and i made it a habit totin them pictures and serving them addicts that was exciting to me im so excited to be started with nothin we had to inspire to be niggas aint flyer than me im getting to it feel like the man i got the plan i call the shooters they hop out the van play with the squad get popped like a xan pop like a perc im goin ham im goin crazy on niggas too wavy for niggas do magic like alakazam im in the kitchen compressin a birdie take out a nine and i sell it for thirty then straight to the jeweler im bustin a rollie to light up the city like meechie 03 i got the plug he send him up t dont know these niggas these niggas know me even though niggas they call me og young nigga but i put it down we was on it when it wasnt round all of sudden niggas wanna come around stay over there my g  do me one favor take a few steps back and look at yourself matter fact take yourself outside your body and then look at yourself and see how you playing yourself nigga congratulations its the mother****in chasers you feel me we on it  pay you the plug try to be real with some niggas and put em on money and show em some love you did me a favor i knew you was shiesty i knew you would show who you was its only a matter of time before niggas get lying and hit with them slugs get found in a pool of your blood yeah nigga member they told me that we would fail member they said we would see a cell down with that semi like cam newton im in the field like the nfl niggas is kickin i wish em well i made a wish in a wishing well i put a brick in a wishing well been through some shit and im sick of jail no disease but im sick of cells sick and tired of sending niggas mail calling niggas just to get a bail i just seen a nigga get a l never coming home minute on the phone sick and tired of seeing niggas fail sick and tired of seeing niggas lose sinning like we tryna get to hell  this is my blues cause im back down on my own again this is the blues im playing yes its the final thing when the nights is cold and lonely this is the midnight blues,7.0588235294117645,2.1052631578947367, feel like the man i got the plan i call the shooters they hop out the van play with the squad get popped like a xan pop like a perc im goin ham im goin crazy on niggas too wavy for niggas do magic like alakazam im in the kitchen compressin a birdie take out a nine and i sell it for thirty then straight to the jeweler im bustin a rollie to light up the city like meechie 03 i got the plug he send him up t dont know these niggas these niggas know me even though niggas they call me og young nigga but i put it down we was on it when it wasnt round all of sudden niggas wanna come around stay over there my g  do me one favor take a few steps back and look at yourself matter fact take yourself outside your body and then look at yourself and see how you playing yourself nigga congratulations its the mother****in chasers you feel me we on it  pay you the plug try to be real with some niggas and put em on money and show em some love,6.6,3.0372756557754257
551,674,674.mp3,Froze (feat. Lil Uzi Vert & Nicki Minaj),Nicki Minaj,DC4,44.14,01:55,02:37,,0.0,0.0,,0.0,0.0
552,675,675.mp3,Offended (feat. Young Thug & 21 Savage),Meek Mill,DC4,48.15,02:43,03:29,,0.0,0.0,,0.0,0.0
553,676,676.mp3,On The Regular,Meek Mill,DC4,25.11,02:34,02:57, sell a lot of **** dodge a lot of cases stickin to the basics rock a lot of chains do a lot of things bottles by the cases stickin to the basics do it on the regular ****** on the regular drippin on the regular trippin on the regular count it on the regular sippin on the regular never smokin regular ****** we aint regular nan im out la for a week im out here playin for keeps yea yea i never play in them jeeps double r back of the seat yea yea im out here lookin like meech flooded the patek philippe yea yea bookies all up in the piece we got the key to the streets oh lord remember they said i was done done ****** that they aint know im the one one we get your chain and its one one i tell my ****** i want one i tell my ****** to get it back he in the field bout to punt somethin i hit your main and your side piece thats on the low but im on one wait wait wait switch sides ******s switch side we aint never got to ****** ride more tick than a french fry and the chopper had the big guy little ****** im the boss now came back on them game 7 trap ******s got the ball now nan sell a lot of **** dodge a lot of cases stickin to the basics rock a lot of chains do a lot of things bottles by the cases stickin to the basics do it on the regular ****** on the regular drippin on the regular trippin on the regular count it on the regular sippin on the regular never smokin regular ****** we aint regular nan woah woah woah regular regular regular i do not see no competitors hatin cause we got ahead of them im getting money etcetera bad ******* all on my schedule felony felony felony i catch a case and its federal bikes out summer time aye mikes on number nine yea bad ******* hella fine woah she dont fall never mind no ima get at her another time ima go scoop me a yellow dime she go both ways like the yellow line im ****** her friends she ****** mine oh *******t still trippin aint no love for the other side rap beef turn to homicides when we land on them and them hollows fly had a bag but you broke ****** you aint ****** with me bottom line out of sight ****** out of mind and my patek runnin out of time nan sell a lot of **** dodge a lot of cases stickin to the basics rock a lot of chains do a lot of things bottles by the cases stickin to the basics do it on the regular ****** on the regular drippin on the regular trippin on the regular count it on the regular sippin on the regular never smokin regular ****** we aint regular,5.260416666666667,2.700534759358289, sell a lot of **** dodge a lot of cases stickin to the basics rock a lot of chains do a lot of things bottles by the cases stickin to the basics do it on the regular ****** on the regular drippin on the regular trippin on the regular count it on the regular sippin on the regular never smokin regular ****** we aint regular,4.4,2.6284348864994027
554,677,677.mp3,The Difference (feat. Quavo),Meek Mill,DC4,30.11,02:20,02:48, hook meek mill  desiigner you got a bag and i got a bag but they know the difference if you talking cash and im talking cash but they know the difference cash cash they know the difference they know the difference they know the difference they know the difference you got a wraith and i got a wraith but they know the difference skrrt skrrt bought the machine in 2016 so they know the difference 2016 the diamonds is shinin the rollie is clean so they know the difference they know the difference they know the difference they know the difference they know the difference your bitches is bad and my bitches bad but we know the difference bad bad bad bad verse 1 meek mill in the trenches gettin back at it with the haters and the backstabbers head huntin for a wack rapper head huntin for a wack rapper i aint really with the back and forthin nigga imma send a hundred stacks at ya nigga probably send the rats atya ninja turtle with a rat master all this money wont stop nigga 30 round that glock nigga feds lurkin we hot nigga swing through in that drop nigga moon walkin in that deale like its thriller with the scrilla im a cop nigga im a killer you a cop nigga kick the door like we swat nigga bridge meek mill they know the difference they know the difference i really get it i really get it im with the scammers im buying bags for all of my bitches for all of my hoes only the family keep all them niggas from out of my business from out of my business cause i really did shit i rapped about it you know that i lived it hook meek mill  desiigner you got a bag and i got a bag but they know the difference bags bags you talking cash and im talking cash but they know the difference cash cash they know the difference they know the difference they know the difference they know the difference you got a wraith and i got a wraith but they know the difference skrrt skrrt bought the machine in 2016 so they know the difference 2016 the diamonds is shinin the rollie is clean so they know the difference they know the difference they know the difference they know the difference they know the difference your bitches bad and my bitches bad but we know the difference bad bad bad bad verse 2 quavo get to the bags run up the racks my bitches are bad your diamonds finessed came in on a jet 50 my neck 30 my clip i pour a eight and just sip i put the brick on the trip i put the dick on her lip money before the deal i had to go bury a mill she wanna pop the whole perc i told her we splittin that pill my niggas been in the field we know you put something in that seal used to pull up in that audi i make the work do pilates screw the lil tip on the uzi young nigga shootin in silence huncho im havin the stars and stripes lil nigga you is a private too much money that will change your life power moves on a island hook meek mill  desiigner you got a bag and i got a bag but they know the difference bags bags if you talking cash and im talking cash but they know the difference cash cash they know the difference they know the difference they know the difference they know the difference you got a wraith and i got a wraith but they know the difference skrrt skrrt bought the machine in 2016 so they know the difference 2016 the diamonds is shinin the rollie is clean so they know the difference ice they know the difference they know the difference they know the difference they know the difference your bitches bad and my bitches bad but we know the difference bad bad bad bad,8.69620253164557,3.994186046511628, you got a bag and i got a bag but they know the difference bags bags,17.0,0.5645964795748921
555,678,678.mp3,Mom,Meghan Trainor,Thank You (Deluxe),59.15,02:18,03:25, you might have a mom she might be the bomb but aint nobody got a mom like mine her loves til the end shes my best friend aint nobody got a mom like mine she my world shes my heart and theres no denying im her girl no matter what even when im lying she loving me loving me loving me loving me love she love me like nobody else im telling you telling you telling you telling you all she taught me how to love myself you might have a mom she might be the bomb but aint nobody got a mom like mine her loves til the end shes my best friend aint nobody got a mom like mine see we go way back oh i remember all the times that i cried she made me feel better she loving me loving me loving me loving me love she love me like nobody else im telling you telling you telling you telling you all she taught me how to love myself you might have a mom she might be the bomb but aint nobody got a mom like mine her loves til the end shes my best friend aint nobody got a mom like mine oh how she loves me to the moon and back thats what she told me her love never ends shes my best friend aint nobody got a mom like mine i was just wanted to call you to tell you i love you aww i love you too i miss you already aww thats so sweet whats going on just writing songs my mom song aww i love you to the moon and back my heart hurts i love you so much i love you more you might have a mom she might be the bomb but aint nobody got a mom like mine her loves til the end shes my best friend aint nobody got a mom like mine you might have a mom she might be the bomb but aint nobody got a mom like mine her loves til the end shes my best friend aint nobody got a mom like mine oh how she loves me to the moon and back thats what she told me her love never ends shes my best friend aint nobody got a mom like mine aint nobody got a mom like mine baby baby aint nobody no aint nobody got a mom like mine,8.058823529411764,2.0862944162436547, but aint nobody got a mom like mine,9.0,0.1521555367709214
556,679,679.mp3,Me Too (Live At Macy's 4th of July),Various Artists,The Sound Of Dance In 2000,48.15,02:15,03:01, whos that sexy thing i see over there thats me sending in the mirror whats that icy thing hanging round my neck thats gold show me some respect oh nan i thank god every day that i woke up feeling this way and i cant help loving myself and i dont need nobody else no nan if i was you id wanna be me too id wanna be me too id wanna be metoo if i was you id wanna be me too id wanna be me too id wanna be metoo nan i walk in like dime piece i go straight to vip i never pay for my drinks my entourage behind me my lifes a movie tom cruise so bless me baby achoo and even if they try to they cant do it like i do nan i thank god every day that i woke up feeling this way and i cant help loving myself and i dont need nobody else no nan if i was you id wanna be me too id wanna be me too id wanna be metoo if i was you id wanna be me too id wanna be me too id wanna be metoo nan turn the bass up nan lets go nan i thank god every day that i woke up feeling this way and i cant help loving myself and i dont need nobody else no nan if i was you id wanna be me too id wanna be me too id wanna be metoo if i was you id wanna be me too id wanna be me too id wanna be metoo nan if i was you id wanna be me too id wanna be me too id wanna be metoo if i was you id wanna be me too id wanna be me too id wanna be metoo nan,4.936507936507937,1.6455026455026456, i thank god every day,6.0,0.12461059190031153
557,681,681.mp3,NO,Meghan Trainor,NO,38.12,02:57,03:33, i think its so cute and i think its so sweet how you let your friends encourage you to try and talk to me but let me stop you there oh before you speak nah to the ah to the no no no my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no first you gonna say you aint runnin game thinkin im believing every word call me beautiful so original telling me im not like other girls i was in my zone before you came along now im thinking maybe you should go blah blah blah i be like nah to the ah to the no no no all my ladies listen up if that boy aint giving up lick your lips and swing your hips girl all you gotta say is my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no thank you in advance i dont wanna dance nope i dont need your hands all over me if i want a man then imma get a man but its never my priority i was in my zone before you came along dont want you to take this personal blah blah blah i be like nah to the ah to the no no no all my ladies listen up if that boy aint giving up lick your lips and swing your hips girl all you gotta say is my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no im feeling untouchable untouchable im feeling untouchable untouchable im feeling untouchable untouchable im feeling nah to the ah to the no no no untouchable untouchable im feeling untouchable untouchable untouchable untouchable nan nah to the ah to the no no no all my ladies listen up if that boy aint giving up lick your lips and swing your hips girl all you gotta say is my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no my name is no my sign is no my number is no you need to let it go you need to let it go need to let it go nah to the ah to the no no no im feeling untouchable untouchable im feeling untouchable untouchable im feeling untouchable untouchable nah to the ah to the no no no,5.414414414414415,2.769585253456221, girl all you gotta say is,7.0,0.18363064008394545
558,682,682.mp3,Even If,MercyME,Even If,55.17,02:57,03:50, they say sometimes you win some sometimes you lose some and right now right now im losing bad ive stood on this stage night after night reminding the broken itll be alright but right now oh right now i just cant its easy to sing when theres nothing to bring me down but what will i say when im held to the flame like i am right now nan i know youre able and i know you can save through the fire with your mighty hand but even if you dont my hope is you alone they say it only takes a little faith to move a mountain good thing a little faith is all i have right now but god when you choose to leave mountains unmovable give me the strength to be able to sing it is well with my soul nan i know youre able and i know you can save through the fire with your mighty hand but even if you dont my hope is you alone i know the sorrow and i know the hurt would all go away if youd just say the word but even if you dont my hope is you alone nan youve been faithful youve been good all of my days jesus i will cling to you come what may cause i know youre able i know you can nan i know youre able and i know you can save through the fire with your mighty hand but even if you dont my hope is you alone i know the sorrow and i know the hurt would all go away if youd just say the word but even if you dont my hope is you alone my hope is you alone it is well with my soul it is well it is well with my soul,5.903846153846154,1.2379032258064515, i know youre able and i know you can save through the fire with your mighty hand but even if you dont my hope is you alone i know the sorrow and i know the hurt would all go away if youd just say the word but even if you dont my hope is you alone my hope is you alone it is well with my soul it is well it is well with my soul,7.0,1.3956860612651802
559,683,683.mp3,It's Beginning To Look A Lot Like Christmas,Michael Bublé,Christmas,45.14,02:32,03:15, its beginning to look a lot like christmas everywhere you go take a look at the five and ten its glistening once again with candy canes and silver lanes aglow nan its beginning to look a lot like christmas toys in every store but the prettiest sight to see is the holly that will be on your own front door nan a pair of hopalong boots and a pistol that shoots is the wish of barney and ben dolls that will talk and will go for a walk is the hope of janice and jen and mom and dad can hardly wait for school to start again nan its beginning to look a lot like christmas everywhere you go theres a tree in the grand hotel one in the park as well its the sturdy kind that doesnt mind the snow nan its beginning to look a lot like christmas soon the bells will start and the thing that will make them ring is the carol that you sing right within your heart 021875 its beginning to look a lot like christmas toys in every store but the prettiest sight to see is the holly that will be on your own front door nan so its christmas once more nan,6.205882352941177,1.0292682926829269, 021875 its beginning to look a lot like christmas toys in every store but the prettiest sight to see is the holly that will be on your own front door nan so its christmas once more nan,4.75,0.8418254319893664
560,684,684.mp3,Cold Little Heart,Michael Kiwanuka,Love & Hate,37.13,07:25,08:00,,0.0,0.0,,0.0,0.0
561,685,685.mp3,Think A Little Less,Michael Ray,Michael Ray,31.1,02:01,02:30, midnights creepin in we know better than leaving here together and in case you were wondering youve never looked hotter so why even bother looking at the reasons not to maybe we ought to nan kiss a little more think a little less burning up the night like a cigarette and get you out of this bar out of that dress and kiss a little more and kiss a little more think a little less nan when your friends start asking you look em in the eyes tell a white lie how i dropped you off at home and i walked you to the door nothing more tomorrow you can say were just friends but baby til then nan we can kiss a little more think a little less burning up the night like a cigarette and get you out of this bar out of that dress and kiss a little more kiss a little morethink a little less nan writters nan ill go warm up the truck if you wanna hop in give you a minute or two to say goodbye to your friends aint gotta go home but we gotta get gone cause weve already waited way too long to kiss a little more think a little less do the only thing weve been thinking bout doing since the moment girl we met nan kiss a little more think a little less burning up the night like a cigarette and get you out of this bar out of that dress and kiss a little more kiss a little more nan kiss a little more think a little less burning up the night like a cigarette and get you out of this bar out of that dress and kiss a little more kiss a little more think a little less nan yeah think a little less nan yeah think a little less nan ,5.3559322033898304,1.8057142857142856, kiss a little more think a little less burning up the night like a cigarette and get you out of this bar out of that dress and kiss a little more kiss a little more nan kiss a little more think a little less burning up the night like a cigarette and get you out of this bar out of that dress and kiss a little more kiss a little more think a little less nan,5.133333333333334,2.47588424437299
562,686,686.mp3,Drinkin' Problem,Midland,Midland - EP,38.12,02:59,03:35, one more night one more dawn one more one more round first one in last one out giving this town lots to talk about but they dont know what they dont know people say ive got a drinkin problem that aint no reason to stop people sayin that ive hit rock bottom justcause im living on the rocks its a broken hearted thinkin problem so pull that bottle off the wall people say i got a drinkin problem but i got no problem drinkin at all they keep on talkin drawing conclusions they call it a problem i call it a solution last call gets later and later i come in here so i dont have to hate same old folks same old songs same old same old blue neon the same old buzz just because people say ive got a drinkin problem that aint no reason to stop people sayin that ive hit rock bottom justcause im living on the rocks its a broken hearted thinkin problem so pull that bottle off the wall people say i got a drinkin problem but i got no problem drinkin at all they keep on talkin drawing conclusions they call it a problem i call it a solution just sitting here in all my grand illusions they call it a problem i call it a solution just a solution its a broken hearted thinkin problem so pull that bottle off the wall people say i got a drinkin problem but i got no problems drinkin at all they keep on talkin drawing conclusions they call it a problem i call it a solution sitting here in all my grand illusions they call it a problem i call it a solution,6.880952380952381,1.3196347031963471, just a solution,4.0,0.10493179433368312
